,TP_ESCOLA,TP_PRESENCA_CH,TP_PRESENCA_CN,TP_PRESENCA_LC,NU_IDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ENSINO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TP_STATUS_REDACAO,NU_NOTA_REDACAO
16249,1,1,1,1,22,4,0,,0,400.3,463.6,472.7,,1.0,480.0
16250,2,1,1,1,17,2,0,1.0,0,444.2,566.0,522.0,,1.0,500.0
16251,1,1,1,1,17,3,0,,1,412.2,501.3,422.9,,1.0,420.0
16252,1,1,1,1,16,3,0,,1,393.3,410.1,401.6,,1.0,380.0
16253,1,1,1,1,16,3,0,,1,452.8,521.7,447.1,,1.0,560.0
16254,2,0,0,0,17,2,0,1.0,0,,,,,,
16255,1,1,1,1,15,3,0,,1,370.6,398.4,553.3,,1.0,520.0
16256,2,0,0,0,20,2,0,1.0,0,,,,,,
16257,1,0,0,0,31,1,10,,0,,,,,,
16258,3,1,1,1,18,2,0,1.0,0,590.0,632.0,600.1,,1.0,740.0
16259,2,1,1,1,18,2,0,1.0,0,501.1,591.3,592.8,,1.0,600.0
16260,1,1,1,1,19,1,2,,0,471.8,575.3,499.0,,1.0,600.0
16261,1,1,1,1,18,1,2,,0,493.4,524.8,430.9,,1.0,500.0
16262,3,1,1,1,17,2,0,1.0,0,474.3,466.4,503.5,,1.0,600.0
16263,1,0,0,0,22,1,2,,0,,,,,,
16264,1,1,1,1,25,1,7,,0,539.1,631.5,549.2,,1.0,700.0
16265,2,1,1,1,16,2,0,1.0,0,506.9,634.1,565.0,,1.0,800.0
16266,1,1,1,1,29,1,10,,0,553.1,555.3,622.5,,1.0,600.0
16267,2,1,1,1,17,2,0,1.0,0,406.0,553.3,534.6,,1.0,620.0
16268,1,1,1,1,15,3,0,,1,557.1,476.6,478.8,,1.0,320.0
16269,1,1,1,1,19,1,1,,0,557.0,500.6,548.6,,1.0,400.0
16270,1,1,1,1,19,1,2,,0,430.0,606.0,574.6,,1.0,580.0
16271,3,1,1,1,17,2,0,1.0,0,500.0,505.4,464.3,,1.0,540.0
16272,2,0,0,0,18,2,0,1.0,0,,,,,,
16273,1,1,1,1,23,4,0,,0,398.4,444.4,519.5,,1.0,520.0
16274,1,0,0,0,37,1,10,,0,,,,,,
16275,1,1,1,1,19,1,1,,0,549.3,624.9,614.0,,1.0,720.0
16276,1,0,0,0,20,1,3,,0,,,,,,
16277,2,1,1,1,17,2,0,1.0,0,488.8,570.1,544.2,,1.0,480.0
16278,1,1,1,1,24,1,5,,0,416.8,419.9,480.4,,6.0,0.0
16279,1,0,0,0,18,3,0,,0,,,,,,
16280,1,1,1,1,25,4,0,,0,375.6,522.2,408.1,,1.0,460.0
16281,1,1,1,1,20,1,2,,0,438.6,546.2,520.6,,1.0,520.0
16282,1,1,1,1,17,3,0,,1,501.3,517.7,507.6,,1.0,500.0
16283,1,1,1,1,17,3,0,,1,393.5,509.7,522.1,,1.0,460.0
16284,2,1,1,1,18,2,0,1.0,0,422.8,485.4,561.8,,1.0,540.0
16285,1,1,1,1,16,3,0,,1,514.5,575.5,569.9,,1.0,580.0
16286,1,1,1,1,18,1,1,,0,603.6,666.0,599.7,,1.0,800.0
16287,1,1,1,1,21,1,3,,0,426.1,493.7,487.4,,1.0,800.0
16288,1,1,1,1,22,1,3,,0,521.1,537.2,523.9,,1.0,520.0
16289,1,1,1,1,17,3,0,,1,461.7,526.9,486.1,,1.0,480.0
16290,1,1,1,1,21,1,4,,0,594.8,634.9,615.0,,1.0,920.0
16291,1,1,1,1,31,1,10,,0,434.3,531.5,513.2,,1.0,580.0
16292,1,0,0,0,27,1,10,,0,,,,,,
16293,1,1,1,1,16,3,0,,1,470.7,526.2,558.2,,1.0,500.0
16294,1,1,1,0,29,1,9,,0,463.5,519.7,,,,
16295,2,1,1,1,19,2,0,1.0,0,490.0,567.0,529.7,,1.0,540.0
16296,1,1,1,1,16,3,0,,1,480.5,568.6,513.5,,1.0,580.0
16297,1,1,1,1,21,1,1,,0,374.3,500.2,391.9,,1.0,540.0
16298,1,1,1,1,18,1,1,,0,622.2,602.4,583.2,,1.0,680.0
16299,1,1,1,1,20,1,2,,0,433.4,484.7,478.4,,1.0,340.0
16300,1,0,0,0,15,3,0,,1,,,,,,
16301,1,1,1,1,19,1,2,,0,591.0,720.6,617.0,,1.0,780.0
16302,1,1,1,0,21,1,5,,0,527.5,543.8,,,,
16303,2,0,0,0,17,2,0,1.0,0,,,,,,
16304,1,0,0,0,20,1,2,,0,,,,,,
16305,1,1,1,1,36,1,10,,0,422.3,549.0,452.5,,1.0,360.0
16306,1,0,0,0,36,4,0,,0,,,,,,
16307,1,1,1,1,19,1,1,,0,387.1,464.1,455.2,,1.0,580.0
16308,1,0,0,0,18,1,1,,0,,,,,,
16309,3,1,1,1,18,2,0,1.0,0,601.0,657.7,534.3,,1.0,440.0
16310,1,1,1,1,21,4,0,,0,465.7,559.3,428.0,,1.0,480.0
16311,1,0,0,0,21,1,4,,0,,,,,,
16312,2,1,1,1,18,2,0,1.0,0,389.9,541.9,463.8,,1.0,420.0
16313,1,1,1,1,23,1,2,,0,458.8,477.2,506.3,,1.0,560.0
16314,1,0,0,0,25,3,0,,0,,,,,,
16315,1,0,0,0,19,1,2,,0,,,,,,
16316,1,0,0,0,31,1,10,,0,,,,,,
16317,2,1,1,1,17,2,0,1.0,0,416.2,625.6,522.4,,1.0,680.0
16318,1,1,1,1,15,3,0,,1,391.4,369.2,354.4,,1.0,540.0
16319,1,1,1,1,16,3,0,,1,548.3,599.4,586.8,,1.0,720.0
16320,1,1,1,1,21,1,1,,0,371.4,458.2,396.4,,1.0,340.0
16321,2,1,1,1,18,2,0,3.0,0,384.2,555.8,468.9,,1.0,600.0
16322,1,1,1,1,20,1,3,,0,455.2,574.7,537.8,,1.0,540.0
16323,1,1,1,2,17,3,0,,1,561.1,568.2,,,,
16324,1,1,1,1,34,1,10,,0,444.9,613.0,486.4,,1.0,680.0
16325,1,0,0,0,20,4,0,,0,,,,,,
16326,1,1,1,1,22,1,4,,0,490.2,623.7,613.6,,1.0,640.0
16327,1,1,1,1,20,1,3,,0,409.7,499.1,491.1,,1.0,440.0
16328,1,0,0,0,19,1,2,,0,,,,,,
16329,1,1,1,1,20,4,0,,0,427.9,557.7,509.3,,1.0,520.0
16330,1,0,0,0,26,1,8,,0,,,,,,
16331,3,0,0,0,19,2,0,1.0,0,,,,,,
16332,3,1,1,1,18,2,0,1.0,0,460.3,580.1,523.4,,1.0,600.0
16333,1,0,0,0,32,1,9,,0,,,,,,
16334,1,0,0,0,49,4,0,,0,,,,,,
16335,1,1,1,1,40,1,10,,0,434.4,537.0,533.5,,1.0,480.0
16336,2,1,1,1,18,2,0,1.0,0,538.4,603.4,614.0,,1.0,700.0
16337,1,0,0,0,20,1,3,,0,,,,,,
16338,1,1,1,1,18,3,0,,0,577.2,585.6,565.5,,1.0,560.0
16339,1,1,1,1,16,3,0,,1,406.2,527.8,577.0,,1.0,660.0
16340,1,1,1,1,19,1,1,,0,494.8,588.2,574.6,,1.0,680.0
16341,1,0,0,0,19,4,0,,0,,,,,,
16342,1,1,1,1,16,3,0,,1,494.6,559.7,551.2,,1.0,640.0
16343,1,1,1,1,17,3,0,,1,372.8,467.1,428.8,,1.0,480.0
16344,1,1,1,1,19,4,0,,0,430.1,512.2,482.0,,1.0,400.0
16345,1,1,1,1,18,4,0,,0,668.0,738.4,664.7,,1.0,900.0
16346,1,1,1,1,19,1,1,,0,487.1,548.4,504.4,,1.0,480.0
16347,1,1,1,1,18,1,1,,0,417.3,483.5,428.5,,1.0,640.0
16348,1,1,1,1,29,1,10,,0,548.0,580.9,536.8,,1.0,600.0
16349,1,0,0,0,20,1,3,,0,,,,,,
16350,1,0,0,0,23,1,4,,0,,,,,,
16351,1,1,1,1,15,3,0,,1,566.6,537.2,609.9,,1.0,760.0
16352,2,1,1,1,20,2,0,1.0,0,428.2,466.8,502.3,,1.0,320.0
16353,2,1,1,1,19,2,0,1.0,0,441.3,394.5,489.5,,1.0,640.0
16354,1,1,1,1,22,1,2,,0,436.9,404.9,484.0,,1.0,500.0
16355,1,1,1,1,19,1,1,,0,396.2,442.0,436.5,,1.0,480.0
16356,2,1,1,1,18,2,0,1.0,0,370.8,484.9,479.3,,1.0,340.0
16357,1,0,0,0,27,1,8,,0,,,,,,
16358,2,1,1,1,18,2,0,1.0,0,454.7,578.5,423.4,,1.0,640.0
16359,1,1,1,1,16,3,0,,1,420.5,594.0,559.9,,1.0,500.0
16360,1,1,1,1,19,1,2,,0,405.8,562.6,510.6,,1.0,680.0
16361,2,1,1,1,17,2,0,1.0,0,479.7,646.5,567.5,,1.0,720.0
16362,2,1,1,1,17,2,0,1.0,0,568.3,568.3,570.0,,1.0,600.0
16363,2,1,1,1,18,2,0,1.0,0,421.6,475.3,470.5,,1.0,380.0
16364,1,0,0,0,39,1,10,,0,,,,,,
16365,2,1,1,1,17,2,0,1.0,0,436.2,452.6,425.7,,1.0,500.0
16366,1,1,1,1,16,3,0,,1,534.9,593.4,584.6,,1.0,540.0
16367,2,1,1,1,18,2,0,1.0,0,442.0,527.1,479.5,,1.0,460.0
16368,2,1,1,1,18,2,0,1.0,0,465.5,431.6,466.0,,1.0,420.0
16369,1,0,0,0,22,1,4,,0,,,,,,
16370,2,1,1,1,17,2,0,1.0,0,625.5,660.8,619.8,,1.0,820.0
16371,1,1,1,1,21,1,1,,0,452.1,480.9,461.6,,1.0,520.0
16372,1,1,1,1,19,1,1,,0,429.8,455.8,507.0,,8.0,0.0
16373,3,1,1,1,17,2,0,1.0,0,579.6,599.8,610.6,,1.0,560.0
16374,2,1,1,1,17,2,0,1.0,0,562.9,591.9,568.8,,1.0,580.0
16375,2,1,1,1,17,2,0,1.0,0,406.5,357.8,429.0,,1.0,320.0
16376,1,1,1,1,17,3,0,,1,432.0,515.5,539.1,,1.0,360.0
16377,1,1,1,1,18,1,1,,0,574.9,582.0,589.4,,1.0,800.0
16378,1,0,0,0,39,1,3,,0,,,,,,
16379,1,1,1,1,20,1,3,,0,516.4,594.6,579.1,,1.0,680.0
16380,1,1,1,1,21,1,3,,0,521.2,579.0,552.3,,1.0,520.0
16381,1,1,1,1,18,1,1,,0,521.4,604.8,578.5,,1.0,720.0
16382,2,1,1,1,17,2,0,1.0,0,450.1,560.3,448.6,,1.0,560.0
16383,1,1,1,1,19,1,1,,0,478.0,516.3,416.8,,1.0,300.0
16384,3,1,1,1,16,2,0,1.0,0,517.6,614.3,575.4,,1.0,620.0
16385,1,1,1,1,22,1,5,,0,485.7,551.5,545.3,,1.0,560.0
16386,1,1,1,1,28,1,7,,0,502.3,532.7,568.2,,1.0,480.0
16387,1,1,1,1,23,1,7,,0,622.1,623.9,629.2,,1.0,560.0
16388,3,1,1,1,17,2,0,1.0,0,571.5,536.2,530.5,,1.0,640.0
16389,1,1,1,1,19,1,1,,0,486.8,535.0,557.5,,1.0,520.0
16390,1,1,1,1,21,1,3,,0,424.3,508.5,540.4,,1.0,560.0
16391,1,1,1,1,23,1,5,,0,483.3,636.5,649.0,,1.0,600.0
16392,1,1,1,1,18,3,0,,0,409.6,377.5,440.8,,1.0,280.0
16393,1,1,1,1,17,3,0,,1,436.3,468.5,458.9,,1.0,400.0
16394,2,1,1,1,18,2,0,1.0,0,410.9,501.7,517.5,,1.0,540.0
16395,1,0,0,0,17,3,0,,1,,,,,,
16396,2,1,1,1,17,2,0,1.0,0,468.3,476.6,493.7,,1.0,440.0
16397,1,1,1,1,16,3,0,,1,479.6,456.4,483.3,,1.0,420.0
16398,2,1,1,1,18,2,0,1.0,0,503.6,546.8,505.9,,1.0,460.0
16399,1,1,1,1,19,1,1,,0,507.9,559.4,510.9,,1.0,320.0
16400,1,0,0,0,16,3,0,,1,,,,,,
16401,2,1,1,1,18,2,0,1.0,0,412.2,485.5,414.9,,1.0,460.0
16402,1,1,1,1,28,1,10,,0,580.3,576.7,568.0,,1.0,540.0
16403,1,1,1,1,17,3,0,,1,475.4,491.4,478.0,,1.0,480.0
16404,1,1,1,1,19,1,1,,0,411.9,532.2,440.6,,1.0,580.0
16405,2,1,1,0,19,2,0,1.0,0,558.4,572.8,,,,
16406,2,1,1,1,18,2,0,3.0,0,397.0,529.3,495.7,,1.0,560.0
16407,1,1,1,1,23,1,6,,0,532.7,572.4,537.0,,1.0,580.0
16408,1,1,1,1,19,1,2,,0,404.3,559.5,569.1,,1.0,460.0
16409,1,1,1,1,18,1,1,,0,471.3,579.3,490.5,,1.0,540.0
16410,2,1,1,1,17,2,0,1.0,0,483.9,495.5,531.8,,1.0,480.0
16411,2,1,1,1,18,2,0,1.0,0,432.1,482.1,401.6,,1.0,340.0
16412,1,1,1,1,19,4,0,,0,546.4,488.1,525.1,,1.0,480.0
16413,1,1,1,1,30,3,0,,0,448.7,486.5,461.6,,1.0,280.0
16414,1,1,1,1,16,3,0,,1,369.8,488.1,376.1,,1.0,540.0
16415,1,0,0,0,28,1,4,,0,,,,,,
16416,1,1,1,1,16,3,0,,1,474.8,484.6,496.7,,1.0,400.0
16417,1,0,0,0,18,1,1,,0,,,,,,
16418,1,0,0,0,27,1,1,,0,,,,,,
16419,2,1,1,1,18,2,0,2.0,0,437.9,417.2,372.6,,1.0,320.0
16420,1,1,1,1,19,4,0,,0,478.7,452.4,500.9,,1.0,520.0
16421,1,0,0,0,30,4,0,,0,,,,,,
16422,1,0,0,0,30,1,10,,0,,,,,,
16423,2,1,1,1,17,2,0,1.0,0,382.3,418.4,382.5,,1.0,500.0
16424,2,0,0,0,27,2,0,1.0,0,,,,,,
16425,2,1,1,1,18,2,0,1.0,0,430.8,381.6,393.5,,1.0,500.0
16426,1,1,1,1,41,1,10,,0,485.7,579.2,568.1,,1.0,480.0
16427,3,1,1,1,54,2,0,3.0,0,442.2,452.6,408.0,,1.0,320.0
16428,1,1,1,1,19,3,0,,0,429.5,415.7,442.5,,1.0,400.0
16429,2,1,1,1,17,2,0,1.0,0,446.6,557.0,538.6,,1.0,800.0
16430,1,0,0,0,23,1,1,,0,,,,,,
16431,1,1,1,1,19,1,2,,0,541.5,434.6,470.0,,1.0,300.0
16432,1,1,1,1,40,1,10,,0,402.8,505.5,490.4,,1.0,520.0
16433,2,1,1,1,17,2,0,1.0,0,405.3,463.9,521.9,,1.0,500.0
16434,1,1,1,1,20,1,2,,0,451.5,543.2,517.4,,1.0,240.0
16435,1,0,0,0,23,1,5,,0,,,,,,
16436,1,1,1,1,19,1,2,,0,574.9,643.3,536.7,,1.0,740.0
16437,1,1,1,1,16,3,0,,1,466.3,564.1,435.6,,1.0,620.0
16438,1,1,1,1,23,1,5,,0,596.1,617.9,619.9,,1.0,600.0
16439,1,1,1,1,19,1,2,,0,492.0,461.0,466.2,,1.0,440.0
16440,1,1,1,1,27,1,8,,0,584.3,616.7,640.0,,1.0,740.0
16441,1,1,1,1,16,3,0,,1,584.8,592.4,504.5,,1.0,680.0
16442,1,1,1,1,23,1,6,,0,505.2,533.2,474.9,,1.0,400.0
16443,1,1,1,1,36,4,0,,0,438.5,445.7,365.2,,1.0,340.0
16444,1,1,1,1,20,1,3,,0,464.6,430.8,493.4,,1.0,440.0
16445,2,1,1,0,18,2,0,1.0,0,386.3,534.3,,,,
16446,1,1,1,1,20,1,3,,0,434.2,508.4,527.7,,1.0,340.0
16447,2,1,1,1,24,2,0,1.0,0,477.5,388.4,473.6,,1.0,300.0
16448,1,0,0,0,27,1,1,,0,,,,,,
16449,2,1,1,1,17,2,0,1.0,0,389.3,397.8,387.0,,3.0,0.0
16450,1,0,0,0,20,3,0,,0,,,,,,
16451,2,1,1,1,18,2,0,1.0,0,436.7,593.6,576.0,,1.0,600.0
16452,1,0,0,0,24,1,7,,0,,,,,,
16453,2,1,1,1,18,2,0,1.0,0,401.1,397.9,409.2,,1.0,540.0
16454,1,1,1,0,25,1,7,,0,493.1,507.6,,,,
16455,1,1,1,1,18,1,1,,0,399.0,496.9,404.8,,1.0,640.0
16456,1,0,0,0,22,1,4,,0,,,,,,
16457,1,1,1,1,22,1,1,,0,425.1,544.5,610.8,,1.0,580.0
16458,1,1,1,1,20,1,3,,0,631.5,581.8,518.1,,1.0,840.0
16459,1,1,1,1,18,3,0,,0,606.4,602.7,544.4,,1.0,560.0
16460,2,1,1,1,16,2,0,1.0,0,436.0,531.5,447.9,,1.0,440.0
16461,2,1,1,1,18,2,0,1.0,0,369.1,486.1,480.2,,1.0,500.0
16462,1,1,1,1,21,1,2,,0,551.4,662.8,509.3,,1.0,780.0
16463,1,0,0,1,18,1,1,,0,,,596.4,,1.0,880.0
16464,1,1,1,1,23,1,4,,0,539.2,552.7,426.2,,1.0,520.0
16465,2,1,1,1,16,2,0,3.0,0,439.6,564.7,536.3,,4.0,0.0
16466,1,0,0,0,20,4,0,,0,,,,,,
16467,1,0,0,0,18,1,1,,0,,,,,,
16468,1,1,1,1,19,1,2,,0,374.3,503.8,457.2,,1.0,620.0
16469,2,1,1,1,17,2,0,1.0,0,500.3,567.9,599.0,,1.0,560.0
16470,2,1,1,1,18,2,0,1.0,0,390.8,523.6,524.8,,1.0,480.0
16471,2,1,1,1,18,2,0,1.0,0,447.2,576.2,451.0,,1.0,420.0
16472,1,1,1,1,16,3,0,,1,408.4,478.0,525.2,,1.0,520.0
16473,1,0,0,0,28,1,10,,0,,,,,,
16474,2,1,1,1,17,2,0,1.0,0,406.0,442.0,512.5,,1.0,240.0
16475,1,1,1,1,20,1,3,,0,410.4,553.3,525.3,,1.0,600.0
16476,1,1,1,1,18,1,1,,0,386.0,501.7,455.7,,1.0,560.0
16477,1,0,0,0,25,1,7,,0,,,,,,
16478,2,1,1,1,20,2,0,1.0,0,542.8,436.5,448.6,,1.0,380.0
16479,1,1,1,1,22,1,4,,0,398.7,578.0,574.1,,1.0,520.0
16480,2,1,1,1,18,2,0,1.0,0,391.7,489.5,474.9,,1.0,320.0
16481,1,1,1,1,22,1,1,,0,496.2,588.7,571.4,,1.0,680.0
16482,2,1,1,1,18,2,0,1.0,0,407.9,586.8,442.7,,1.0,720.0
16483,2,1,1,1,16,2,0,1.0,0,608.9,648.6,647.7,,1.0,700.0
16484,1,1,1,1,20,1,3,,0,470.5,556.0,556.3,,1.0,480.0
16485,2,1,1,1,17,2,0,1.0,0,592.8,580.4,582.6,,1.0,600.0
16486,1,0,0,0,16,3,0,,1,,,,,,
16487,1,1,1,1,18,1,1,,0,554.4,496.2,520.6,,1.0,580.0
16488,1,1,1,1,21,1,3,,0,494.8,522.2,509.2,,1.0,540.0
16489,2,1,1,1,17,2,0,1.0,0,503.3,663.6,608.7,,1.0,600.0
16490,2,0,0,0,37,2,0,3.0,0,,,,,,
16491,2,1,1,1,17,2,0,1.0,0,486.7,502.7,437.4,,1.0,400.0
16492,2,1,1,1,18,2,0,1.0,0,444.3,513.5,527.9,,1.0,580.0
16493,1,1,1,1,20,1,3,,0,543.4,559.6,550.1,,1.0,460.0
16494,1,1,1,1,16,3,0,,1,608.9,580.9,590.4,,1.0,600.0
16495,1,0,0,1,28,1,2,,0,,,450.9,,1.0,400.0
16496,2,1,1,1,17,2,0,1.0,0,457.4,492.4,519.3,,1.0,520.0
16497,1,1,1,1,25,1,5,,0,411.6,487.6,500.1,,1.0,480.0
16498,2,1,1,1,17,2,0,1.0,0,392.3,474.6,394.0,,1.0,460.0
16499,2,1,1,1,18,2,0,1.0,0,382.7,527.0,460.2,,1.0,560.0
16500,1,1,1,1,33,1,10,,0,579.4,607.0,624.4,,1.0,600.0
16501,1,1,1,1,16,3,0,,1,463.8,569.0,489.4,,1.0,560.0
16502,2,1,1,1,17,2,0,1.0,0,438.6,479.4,426.6,,1.0,320.0
16503,1,1,1,1,21,1,2,,0,369.6,449.4,458.5,,1.0,620.0
16504,1,1,1,1,18,1,1,,0,644.5,646.8,524.0,,1.0,560.0
16505,1,1,1,1,19,3,0,,0,417.3,599.5,571.5,,1.0,540.0
16506,1,1,1,1,19,1,1,,0,421.7,462.3,443.8,,1.0,480.0
16507,1,1,1,1,17,3,0,,1,511.9,558.0,547.7,,1.0,460.0
16508,1,1,1,1,25,1,7,,0,515.1,555.9,545.3,,1.0,520.0
16509,2,1,1,1,18,2,0,1.0,0,510.2,525.8,401.4,,1.0,540.0
16510,2,1,1,1,18,2,0,1.0,0,414.3,472.9,483.4,,6.0,0.0
16511,1,0,0,0,26,1,7,,0,,,,,,
16512,1,1,1,1,18,1,1,,0,499.9,534.6,564.4,,1.0,660.0
16513,1,1,1,1,21,1,4,,0,577.4,570.6,606.5,,1.0,640.0
16514,1,1,1,1,56,4,0,,0,460.5,439.7,489.8,,1.0,360.0
16515,1,1,1,0,19,1,2,,0,444.4,467.2,,,,
16516,2,1,1,1,18,2,0,1.0,0,421.5,463.9,511.5,,1.0,480.0
16517,1,1,1,1,16,3,0,,1,460.2,429.3,484.4,,1.0,400.0
16518,2,1,1,1,17,2,0,1.0,0,394.0,509.2,491.2,,1.0,680.0
16519,1,1,1,1,21,1,3,,0,597.7,659.2,648.9,,1.0,720.0
16520,1,1,1,1,19,1,2,,0,410.9,403.5,530.8,,1.0,440.0
16521,1,1,1,0,31,1,10,,0,488.5,548.0,,,,
16522,1,1,1,1,20,1,3,,0,486.4,531.8,560.6,,1.0,540.0
16523,2,1,1,1,17,2,0,1.0,0,516.5,573.8,522.4,,1.0,640.0
16524,1,1,1,1,36,1,10,,0,499.3,499.5,552.7,,1.0,580.0
16525,1,0,0,0,20,1,2,,0,,,,,,
16526,1,0,0,0,23,1,5,,0,,,,,,
16527,1,1,1,1,20,3,0,,0,387.9,375.2,475.2,,1.0,400.0
16528,1,1,1,1,18,3,0,,0,387.6,446.2,441.9,,1.0,440.0
16529,1,1,1,1,20,1,2,,0,611.3,624.0,571.4,,1.0,520.0
16530,1,1,1,1,24,1,3,,0,651.3,653.9,640.4,,1.0,700.0
16531,2,1,1,1,17,2,0,1.0,0,407.7,504.1,475.9,,1.0,360.0
16532,1,1,1,1,23,4,0,,0,389.2,402.8,372.4,,1.0,600.0
16533,2,1,1,1,17,2,0,1.0,0,441.1,516.1,467.8,,1.0,540.0
16534,1,1,1,1,19,1,2,,0,475.8,470.9,403.7,,1.0,400.0
16535,2,1,1,1,18,2,0,1.0,0,508.0,598.5,567.6,,1.0,560.0
16536,1,1,1,1,24,4,0,,0,495.2,576.1,562.3,,1.0,580.0
16537,1,0,0,0,21,1,2,,0,,,,,,
16538,2,1,1,1,19,2,0,1.0,0,426.4,486.5,403.0,,1.0,480.0
16539,2,1,1,1,17,2,0,1.0,0,417.9,543.2,554.4,,1.0,460.0
16540,2,1,1,1,19,2,0,1.0,0,416.5,533.9,505.4,,1.0,460.0
16541,1,0,0,0,18,1,1,,0,,,,,,
16542,1,1,1,1,48,1,10,,0,408.3,519.4,538.3,,1.0,460.0
16543,1,1,1,1,17,3,0,,1,532.7,625.9,587.8,,1.0,840.0
16544,2,1,1,1,16,2,0,1.0,0,439.0,438.7,489.9,,1.0,400.0
16545,1,1,1,1,18,1,1,,0,383.8,474.6,396.6,,1.0,580.0
16546,1,1,1,1,25,1,8,,0,417.4,514.6,560.6,,1.0,560.0
16547,1,1,1,1,28,1,10,,0,447.0,502.3,439.9,,1.0,580.0
16548,3,1,1,1,17,2,0,1.0,0,385.6,575.1,561.5,,1.0,800.0
16549,1,1,1,1,38,1,10,,0,452.1,436.9,476.7,,1.0,440.0
16550,1,1,1,1,17,3,0,,1,454.2,516.1,494.9,,1.0,340.0
16551,1,1,1,1,38,1,9,,0,440.2,540.7,504.9,,1.0,540.0
16552,1,1,1,1,36,4,0,,0,406.4,483.0,521.7,,1.0,420.0
16553,2,0,0,0,17,2,0,1.0,0,,,,,,
16554,1,1,1,1,25,1,7,,0,522.3,567.2,567.9,,1.0,660.0
16555,1,0,0,0,18,3,0,,0,,,,,,
16556,2,1,1,1,17,2,0,1.0,0,546.0,543.2,541.3,,1.0,560.0
16557,1,1,1,1,22,1,4,,0,418.2,510.0,446.9,,1.0,480.0
16558,1,0,0,0,23,1,1,,0,,,,,,
16559,1,1,1,1,20,1,2,,0,367.1,464.7,390.0,,1.0,380.0
16560,1,0,0,0,22,1,5,,0,,,,,,
16561,2,0,0,0,17,2,0,1.0,0,,,,,,
16562,1,1,1,1,20,1,2,,0,408.9,534.8,547.8,,1.0,720.0
16563,1,1,1,1,33,1,10,,0,411.4,494.1,425.8,,1.0,440.0
16564,2,1,1,1,18,2,0,1.0,0,540.1,516.6,537.8,,1.0,600.0
16565,2,1,1,1,16,2,0,1.0,0,520.6,534.4,562.0,,1.0,420.0
16566,2,1,1,1,18,2,0,1.0,0,486.5,578.2,555.2,,1.0,580.0
16567,1,1,1,1,16,3,0,,1,466.1,444.9,448.5,,1.0,420.0
16568,1,1,1,1,22,1,5,,0,473.5,560.2,598.9,,1.0,440.0
16569,1,1,1,1,16,3,0,,1,508.9,551.6,586.0,,1.0,600.0
16570,2,1,1,1,17,2,0,1.0,0,418.6,562.2,526.7,,1.0,540.0
16571,1,1,1,1,19,3,0,,0,430.5,466.6,515.2,,1.0,480.0
16572,1,1,1,1,54,1,10,,0,465.3,480.0,471.1,,1.0,400.0
16573,2,1,1,0,17,2,0,1.0,0,385.5,379.2,,,,
16574,2,1,1,1,17,2,0,1.0,0,434.4,588.5,582.3,,1.0,260.0
16575,2,0,0,0,17,2,0,1.0,0,,,,,,
16576,1,1,1,0,24,4,0,,0,452.1,417.1,,,,
16577,1,1,1,1,25,1,7,,0,460.0,580.4,514.7,,1.0,120.0
16578,1,1,1,1,19,3,0,,0,399.3,539.6,498.8,,1.0,360.0
16579,2,1,1,1,18,2,0,1.0,0,436.4,415.0,458.9,,1.0,480.0
16580,2,1,1,1,18,2,0,1.0,0,427.6,469.3,541.2,,1.0,540.0
16581,1,1,1,1,20,3,0,,0,447.5,421.0,490.9,,1.0,380.0
16582,2,1,1,1,18,2,0,1.0,0,433.5,502.0,525.4,,1.0,440.0
16583,1,1,1,1,20,1,3,,0,543.5,603.7,580.5,,1.0,520.0
16584,2,1,1,1,17,2,0,1.0,0,386.6,508.6,466.5,,1.0,440.0
16585,3,1,1,1,17,2,0,1.0,0,469.7,594.7,568.9,,1.0,620.0
16586,1,1,1,1,24,1,5,,0,375.8,527.5,399.0,,1.0,380.0
16587,1,1,1,1,27,1,9,,0,628.6,626.4,618.8,,1.0,700.0
16588,1,0,0,0,33,1,7,,0,,,,,,
16589,1,0,0,0,23,4,0,,0,,,,,,
16590,1,1,1,1,30,1,10,,0,536.4,594.7,591.0,,1.0,700.0
16591,1,0,0,0,40,1,10,,0,,,,,,
16592,1,1,1,1,34,1,7,,0,426.9,514.8,516.2,,1.0,440.0
16593,1,1,1,1,19,1,2,,0,662.5,686.0,651.9,,1.0,940.0
16594,2,1,1,1,19,2,0,1.0,0,447.7,472.4,368.0,,1.0,600.0
16595,1,0,0,0,20,1,3,,0,,,,,,
16596,3,1,1,1,17,2,0,1.0,0,535.2,553.9,516.0,,1.0,480.0
16597,1,1,1,1,17,3,0,,1,408.1,476.3,456.8,,1.0,540.0
16598,1,1,1,1,19,1,2,,0,402.6,386.5,425.4,,1.0,340.0
16599,1,1,1,1,17,3,0,,1,446.7,388.1,470.7,,1.0,560.0
16600,1,0,0,0,23,1,6,,0,,,,,,
16601,2,1,1,1,17,2,0,1.0,0,447.4,589.4,529.8,,1.0,560.0
16602,1,1,1,1,17,3,0,,1,452.5,557.7,554.6,,1.0,460.0
16603,1,1,1,1,19,1,2,,0,514.5,514.9,519.3,,1.0,540.0
16604,1,1,1,1,20,1,1,,0,442.8,501.9,513.4,,1.0,500.0
